2022-08-15T08:00:00;0;None;None;1;1
2022-08-15T08:00:00;0;None;None;3;2
2022-08-15T08:00:00;0;None;None;4;3
2022-08-15T09:00:00;0;None;None;1;4
2022-08-15T09:00:00;0;None;None;3;5
2022-08-15T09:00:00;0;None;None;4;6
2022-08-15T10:00:00;0;None;None;1;7
2022-08-15T10:00:00;0;None;None;3;8
2022-08-15T10:00:00;0;None;None;4;9
2022-08-15T11:00:00;0;None;None;1;10
2022-08-15T11:00:00;0;None;None;3;11
2022-08-15T11:00:00;0;None;None;4;12
2022-08-15T12:00:00;0;None;None;1;13
2022-08-15T12:00:00;0;None;None;3;14
2022-08-15T12:00:00;0;None;None;4;15
2022-08-15T13:00:00;0;None;None;1;16
2022-08-15T13:00:00;0;None;None;3;17
2022-08-15T13:00:00;0;None;None;4;18
2022-08-15T14:00:00;0;None;None;1;19
2022-08-15T14:00:00;0;None;None;3;20
2022-08-15T14:00:00;0;None;None;4;21
2022-08-15T15:00:00;0;None;None;1;22
2022-08-15T15:00:00;0;None;None;3;23
2022-08-15T15:00:00;0;None;None;4;24
2022-08-15T16:00:00;0;None;None;1;25
2022-08-15T16:00:00;0;None;None;3;26
2022-08-15T16:00:00;0;None;None;4;27
2022-08-15T17:00:00;0;None;None;1;28
2022-08-15T17:00:00;0;None;None;3;29
2022-08-15T17:00:00;0;None;None;4;30
2022-08-15T18:00:00;0;None;None;1;31
2022-08-15T18:00:00;0;None;None;3;32
2022-08-15T18:00:00;0;None;None;4;33
2022-08-15T19:00:00;0;None;None;1;34
2022-08-15T19:00:00;0;None;None;3;35
2022-08-15T19:00:00;0;None;None;4;36
2022-08-16T08:00:00;0;None;None;1;36
2022-08-16T08:00:00;0;None;None;3;37
2022-08-16T08:00:00;0;None;None;4;38
2022-08-16T09:00:00;0;None;None;1;39
2022-08-16T09:00:00;0;None;None;3;40
2022-08-16T09:00:00;0;None;None;4;41
2022-08-16T10:00:00;0;None;None;1;42
2022-08-16T10:00:00;0;None;None;3;43
2022-08-16T10:00:00;0;None;None;4;44
2022-08-16T11:00:00;0;None;None;1;45
2022-08-16T11:00:00;0;None;None;3;46
2022-08-16T11:00:00;0;None;None;4;47
2022-08-16T12:00:00;0;None;None;1;48
2022-08-16T12:00:00;0;None;None;3;49
2022-08-16T12:00:00;0;None;None;4;50
2022-08-16T13:00:00;0;None;None;1;51
2022-08-16T13:00:00;0;None;None;3;52
2022-08-16T13:00:00;0;None;None;4;53
2022-08-16T14:00:00;0;None;None;1;54
2022-08-16T14:00:00;0;None;None;3;55
2022-08-16T14:00:00;0;None;None;4;56
2022-08-16T15:00:00;0;None;None;1;57
2022-08-16T15:00:00;0;None;None;3;58
2022-08-16T15:00:00;0;None;None;4;59
2022-08-16T16:00:00;0;None;None;1;60
2022-08-16T16:00:00;0;None;None;3;61
2022-08-16T16:00:00;0;None;None;4;62
2022-08-16T17:00:00;0;None;None;1;63
2022-08-16T17:00:00;0;None;None;3;64
2022-08-16T17:00:00;0;None;None;4;65
2022-08-16T18:00:00;0;None;None;1;66
2022-08-16T18:00:00;0;None;None;3;67
2022-08-16T18:00:00;0;None;None;4;68
2022-08-16T19:00:00;0;None;None;1;69
2022-08-16T19:00:00;0;None;None;3;70
2022-08-16T19:00:00;0;None;None;4;71
2022-08-17T08:00:00;0;None;None;1;71
2022-08-17T08:00:00;0;None;None;3;72
2022-08-17T08:00:00;0;None;None;4;73
2022-08-17T09:00:00;0;None;None;1;74
2022-08-17T09:00:00;0;None;None;3;75
2022-08-17T09:00:00;0;None;None;4;76
2022-08-17T10:00:00;0;None;None;1;77
2022-08-17T10:00:00;0;None;None;3;78
2022-08-17T10:00:00;0;None;None;4;79
2022-08-17T11:00:00;0;None;None;1;80
2022-08-17T11:00:00;0;None;None;3;81
2022-08-17T11:00:00;0;None;None;4;82
2022-08-17T12:00:00;0;None;None;1;83
2022-08-17T12:00:00;0;None;None;3;84
2022-08-17T12:00:00;0;None;None;4;85
2022-08-17T13:00:00;0;None;None;1;86
2022-08-17T13:00:00;0;None;None;3;87
2022-08-17T13:00:00;0;None;None;4;88
2022-08-17T14:00:00;0;None;None;1;89
2022-08-17T14:00:00;0;None;None;3;90
2022-08-17T14:00:00;0;None;None;4;91
2022-08-17T15:00:00;0;None;None;1;92
2022-08-17T15:00:00;0;None;None;3;93
2022-08-17T15:00:00;0;None;None;4;94
2022-08-17T16:00:00;0;None;None;1;95
2022-08-17T16:00:00;0;None;None;3;96
2022-08-17T16:00:00;0;None;None;4;97
2022-08-17T17:00:00;0;None;None;1;98
2022-08-17T17:00:00;0;None;None;3;99
2022-08-17T17:00:00;0;None;None;4;100
2022-08-17T18:00:00;0;None;None;1;101
2022-08-17T18:00:00;0;None;None;3;102
2022-08-17T18:00:00;0;None;None;4;103
2022-08-17T19:00:00;0;None;None;1;104
2022-08-17T19:00:00;0;None;None;3;105
2022-08-17T19:00:00;0;None;None;4;106
2022-08-18T08:00:00;0;None;None;1;106
2022-08-18T08:00:00;0;None;None;3;107
2022-08-18T08:00:00;0;None;None;4;108
2022-08-18T09:00:00;0;None;None;1;109
2022-08-18T09:00:00;0;None;None;3;110
2022-08-18T09:00:00;0;None;None;4;111
2022-08-18T10:00:00;0;None;None;1;112
2022-08-18T10:00:00;0;None;None;3;113
2022-08-18T10:00:00;0;None;None;4;114
2022-08-18T11:00:00;0;None;None;1;115
2022-08-18T11:00:00;0;None;None;3;116
2022-08-18T11:00:00;0;None;None;4;117
2022-08-18T12:00:00;0;None;None;1;118
2022-08-18T12:00:00;0;None;None;3;119
2022-08-18T12:00:00;0;None;None;4;120
2022-08-18T13:00:00;0;None;None;1;121
2022-08-18T13:00:00;0;None;None;3;122
